Community Area Name,Cases,Reported Cases,Year,Gender,STI Name
BRIDGEPORT,CASES 2005 MALE 15-44,12,2005,MALE,CHL
NEW CITY,CASES 2005 MALE 15-44,91,2005,MALE,CHL
WEST ELSDON,CASES 2005 MALE 15-44,6,2005,MALE,CHL
GAGE PARK,CASES 2005 MALE 15-44,48,2005,MALE,CHL
CLEARING,CASES 2005 MALE 15-44,0,2005,MALE,CHL
WEST LAWN,CASES 2005 MALE 15-44,27,2005,MALE,CHL
CHICAGO LAWN,CASES 2005 MALE 15-44,158,2005,MALE,CHL
WEST ENGLEWOOD,CASES 2005 MALE 15-44,254,2005,MALE,CHL
ENGLEWOOD,CASES 2005 MALE 15-44,227,2005,MALE,CHL
GREATER GRAND CROSSING,CASES 2005 MALE 15-44,181,2005,MALE,CHL
ASHBURN,CASES 2005 MALE 15-44,71,2005,MALE,CHL
AUBURN GRESHAM,CASES 2005 MALE 15-44,227,2005,MALE,CHL
BEVERLY,CASES 2005 MALE 15-44,21,2005,MALE,CHL
WASHINGTON HEIGHTS,CASES 2005 MALE 15-44,109,2005,MALE,CHL
MOUNT GREENWOOD,CASES 2005 MALE 15-44,0,2005,MALE,CHL
MORGAN PARK,CASES 2005 MALE 15-44,51,2005,MALE,CHL
O'HARE,CASES 2005 MALE 15-44,0,2005,MALE,CHL
EDGEWATER,CASES 2005 MALE 15-44,62,2005,MALE,CHL
ROGERS PARK,CASES 2006 MALE 15-44,81,2006,MALE,CHL
WEST RIDGE,CASES 2006 MALE 15-44,41,2006,MALE,CHL
UPTOWN,CASES 2006 MALE 15-44,91,2006,MALE,CHL
LINCOLN SQUARE,CASES 2006 MALE 15-44,12,2006,MALE,CHL
NORTH CENTER,CASES 2006 MALE 15-44,15,2006,MALE,CHL
LAKE VIEW,CASES 2006 MALE 15-44,113,2006,MALE,CHL
LINCOLN PARK,CASES 2006 MALE 15-44,46,2006,MALE,CHL
NEAR NORTH SIDE,CASES 2006 MALE 15-44,72,2006,MALE,CHL
EDISON PARK,CASES 2006 MALE 15-44,0,2006,MALE,CHL
NORWOOD PARK,CASES 2006 MALE 15-44,5,2006,MALE,CHL
JEFFERSON PARK,CASES 2006 MALE 15-44,7,2006,MALE,CHL
FOREST GLEN,CASES 2006 MALE 15-44,6,2006,MALE,CHL
NORTH PARK,CASES 2006 MALE 15-44,5,2006,MALE,CHL
NEAR WEST SIDE,CASES 2006 MALE 15-44,139,2006,MALE,CHL
ALBANY PARK,CASES 2006 MALE 15-44,29,2006,MALE,CHL
PORTAGE PARK,CASES 2006 MALE 15-44,30,2006,MALE,CHL
IRVING PARK,CASES 2006 MALE 15-44,42,2006,MALE,CHL
DUNNING,CASES 2006 MALE 15-44,8,2006,MALE,CHL
MONTCLAIRE,CASES 2006 MALE 15-44,5,2006,MALE,CHL
BELMONT CRAGIN,CASES 2006 MALE 15-44,66,2006,MALE,CHL
HERMOSA,CASES 2006 MALE 15-44,18,2006,MALE,CHL
AVONDALE,CASES 2006 MALE 15-44,30,2006,MALE,CHL
LOGAN SQUARE,CASES 2006 MALE 15-44,89,2006,MALE,CHL
HUMBOLDT PARK,CASES 2006 MALE 15-44,182,2006,MALE,CHL
WEST TOWN,CASES 2006 MALE 15-44,103,2006,MALE,CHL
AUSTIN,CASES 2006 MALE 15-44,586,2006,MALE,CHL
WEST GARFIELD PARK,CASES 2006 MALE 15-44,128,2006,MALE,CHL
EAST GARFIELD PARK,CASES 2006 MALE 15-44,132,2006,MALE,CHL
NORTH LAWNDALE,CASES 2006 MALE 15-44,244,2006,MALE,CHL
SOUTH LAWNDALE,CASES 2006 MALE 15-44,87,2006,MALE,CHL
LOWER WEST SIDE,CASES 2006 MALE 15-44,41,2006,MALE,CHL
LOOP,CASES 2006 MALE 15-44,16,2006,MALE,CHL
NEAR SOUTH SIDE,CASES 2006 MALE 15-44,26,2006,MALE,CHL
ARMOUR SQUARE,CASES 2006 MALE 15-44,12,2006,MALE,CHL
DOUGLAS,CASES 2006 MALE 15-44,66,2006,MALE,CHL
OAKLAND,CASES 2006 MALE 15-44,18,2006,MALE,CHL
FULLER PARK,CASES 2006 MALE 15-44,18,2006,MALE,CHL
GRAND BOULEVARD,CASES 2006 MALE 15-44,94,2006,MALE,CHL
KENWOOD,CASES 2006 MALE 15-44,43,2006,MALE,CHL
WASHINGTON PARK,CASES 2006 MALE 15-44,82,2006,MALE,CHL
HYDE PARK,CASES 2006 MALE 15-44,40,2006,MALE,CHL
WOODLAWN,CASES 2006 MALE 15-44,117,2006,MALE,CHL
SOUTH SHORE,CASES 2006 MALE 15-44,211,2006,MALE,CHL
CHATHAM,CASES 2006 MALE 15-44,128,2006,MALE,CHL
AVALON PARK,CASES 2006 MALE 15-44,23,2006,MALE,CHL
SOUTH CHICAGO,CASES 2006 MALE 15-44,107,2006,MALE,CHL
BURNSIDE,CASES 2006 MALE 15-44,19,2006,MALE,CHL
CALUMET HEIGHTS,CASES 2006 MALE 15-44,50,2006,MALE,CHL
ROSELAND,CASES 2006 MALE 15-44,202,2006,MALE,CHL
PULLMAN,CASES 2006 MALE 15-44,22,2006,MALE,CHL
SOUTH DEERING,CASES 2006 MALE 15-44,31,2006,MALE,CHL
EAST SIDE,CASES 2006 MALE 15-44,20,2006,MALE,CHL
WEST PULLMAN,CASES 2006 MALE 15-44,182,2006,MALE,CHL
RIVERDALE,CASES 2006 MALE 15-44,26,2006,MALE,CHL
HEGEWISCH,CASES 2006 MALE 15-44,0,2006,MALE,CHL
GARFIELD RIDGE,CASES 2006 MALE 15-44,30,2006,MALE,CHL
ARCHER HEIGHTS,CASES 2006 MALE 15-44,16,2006,MALE,CHL
BRIGHTON PARK,CASES 2006 MALE 15-44,29,2006,MALE,CHL
MCKINLEY PARK,CASES 2006 MALE 15-44,8,2006,MALE,CHL
BRIDGEPORT,CASES 2006 MALE 15-44,12,2006,MALE,CHL
NEW CITY,CASES 2006 MALE 15-44,131,2006,MALE,CHL
WEST ELSDON,CASES 2006 MALE 15-44,10,2006,MALE,CHL
GAGE PARK,CASES 2006 MALE 15-44,42,2006,MALE,CHL
CLEARING,CASES 2006 MALE 15-44,8,2006,MALE,CHL
WEST LAWN,CASES 2006 MALE 15-44,15,2006,MALE,CHL
CHICAGO LAWN,CASES 2006 MALE 15-44,211,2006,MALE,CHL
WEST ENGLEWOOD,CASES 2006 MALE 15-44,266,2006,MALE,CHL
ENGLEWOOD,CASES 2006 MALE 15-44,218,2006,MALE,CHL
GREATER GRAND CROSSING,CASES 2006 MALE 15-44,160,2006,MALE,CHL
ASHBURN,CASES 2006 MALE 15-44,88,2006,MALE,CHL
AUBURN GRESHAM,CASES 2006 MALE 15-44,252,2006,MALE,CHL
BEVERLY,CASES 2006 MALE 15-44,21,2006,MALE,CHL
WASHINGTON HEIGHTS,CASES 2006 MALE 15-44,104,2006,MALE,CHL
MOUNT GREENWOOD,CASES 2006 MALE 15-44,5,2006,MALE,CHL
MORGAN PARK,CASES 2006 MALE 15-44,58,2006,MALE,CHL
O'HARE,CASES 2006 MALE 15-44,7,2006,MALE,CHL
EDGEWATER,CASES 2006 MALE 15-44,85,2006,MALE,CHL
ROGERS PARK,CASES 2007 MALE 15-44,79,2007,MALE,CHL
WEST RIDGE,CASES 2007 MALE 15-44,37,2007,MALE,CHL
UPTOWN,CASES 2007 MALE 15-44,98,2007,MALE,CHL
LINCOLN SQUARE,CASES 2007 MALE 15-44,24,2007,MALE,CHL
NORTH CENTER,CASES 2007 MALE 15-44,13,2007,MALE,CHL
LAKE VIEW,CASES 2007 MALE 15-44,137,2007,MALE,CHL
LINCOLN PARK,CASES 2007 MALE 15-44,38,2007,MALE,CHL
NEAR NORTH SIDE,CASES 2007 MALE 15-44,69,2007,MALE,CHL
EDISON PARK,CASES 2007 MALE 15-44,0,2007,MALE,CHL
NORWOOD PARK,CASES 2007 MALE 15-44,0,2007,MALE,CHL
JEFFERSON PARK,CASES 2007 MALE 15-44,9,2007,MALE,CHL
FOREST GLEN,CASES 2007 MALE 15-44,6,2007,MALE,CHL
NORTH PARK,CASES 2007 MALE 15-44,7,2007,MALE,CHL
NEAR WEST SIDE,CASES 2007 MALE 15-44,168,2007,MALE,CHL
ALBANY PARK,CASES 2007 MALE 15-44,28,2007,MALE,CHL
PORTAGE PARK,CASES 2007 MALE 15-44,19,2007,MALE,CHL
IRVING PARK,CASES 2007 MALE 15-44,29,2007,MALE,CHL
DUNNING,CASES 2007 MALE 15-44,14,2007,MALE,CHL
MONTCLAIRE,CASES 2007 MALE 15-44,0,2007,MALE,CHL
BELMONT CRAGIN,CASES 2007 MALE 15-44,57,2007,MALE,CHL
HERMOSA,CASES 2007 MALE 15-44,24,2007,MALE,CHL
AVONDALE,CASES 2007 MALE 15-44,33,2007,MALE,CHL
LOGAN SQUARE,CASES 2007 MALE 15-44,61,2007,MALE,CHL
HUMBOLDT PARK,CASES 2007 MALE 15-44,161,2007,MALE,CHL
WEST TOWN,CASES 2007 MALE 15-44,98,2007,MALE,CHL
AUSTIN,CASES 2007 MALE 15-44,399,2007,MALE,CHL
WEST GARFIELD PARK,CASES 2007 MALE 15-44,80,2007,MALE,CHL
EAST GARFIELD PARK,CASES 2007 MALE 15-44,89,2007,MALE,CHL
NORTH LAWNDALE,CASES 2007 MALE 15-44,193,2007,MALE,CHL
SOUTH LAWNDALE,CASES 2007 MALE 15-44,77,2007,MALE,CHL
LOWER WEST SIDE,CASES 2007 MALE 15-44,23,2007,MALE,CHL
LOOP,CASES 2007 MALE 15-44,14,2007,MALE,CHL
NEAR SOUTH SIDE,CASES 2007 MALE 15-44,16,2007,MALE,CHL
ARMOUR SQUARE,CASES 2007 MALE 15-44,0,2007,MALE,CHL
DOUGLAS,CASES 2007 MALE 15-44,58,2007,MALE,CHL
OAKLAND,CASES 2007 MALE 15-44,17,2007,MALE,CHL
FULLER PARK,CASES 2007 MALE 15-44,17,2007,MALE,CHL
GRAND BOULEVARD,CASES 2007 MALE 15-44,82,2007,MALE,CHL
KENWOOD,CASES 2007 MALE 15-44,45,2007,MALE,CHL
WASHINGTON PARK,CASES 2007 MALE 15-44,51,2007,MALE,CHL
HYDE PARK,CASES 2007 MALE 15-44,29,2007,MALE,CHL
WOODLAWN,CASES 2007 MALE 15-44,99,2007,MALE,CHL
SOUTH SHORE,CASES 2007 MALE 15-44,191,2007,MALE,CHL
CHATHAM,CASES 2007 MALE 15-44,114,2007,MALE,CHL
AVALON PARK,CASES 2007 MALE 15-44,26,2007,MALE,CHL
SOUTH CHICAGO,CASES 2007 MALE 15-44,109,2007,MALE,CHL
BURNSIDE,CASES 2007 MALE 15-44,18,2007,MALE,CHL
CALUMET HEIGHTS,CASES 2007 MALE 15-44,43,2007,MALE,CHL
ROSELAND,CASES 2007 MALE 15-44,218,2007,MALE,CHL
PULLMAN,CASES 2007 MALE 15-44,22,2007,MALE,CHL
SOUTH DEERING,CASES 2007 MALE 15-44,42,2007,MALE,CHL
EAST SIDE,CASES 2007 MALE 15-44,12,2007,MALE,CHL
WEST PULLMAN,CASES 2007 MALE 15-44,150,2007,MALE,CHL
RIVERDALE,CASES 2007 MALE 15-44,27,2007,MALE,CHL
HEGEWISCH,CASES 2007 MALE 15-44,0,2007,MALE,CHL
GARFIELD RIDGE,CASES 2007 MALE 15-44,17,2007,MALE,CHL
ARCHER HEIGHTS,CASES 2007 MALE 15-44,0,2007,MALE,CHL
BRIGHTON PARK,CASES 2007 MALE 15-44,26,2007,MALE,CHL
MCKINLEY PARK,CASES 2007 MALE 15-44,10,2007,MALE,CHL
BRIDGEPORT,CASES 2007 MALE 15-44,26,2007,MALE,CHL
NEW CITY,CASES 2007 MALE 15-44,92,2007,MALE,CHL
WEST ELSDON,CASES 2007 MALE 15-44,14,2007,MALE,CHL
GAGE PARK,CASES 2007 MALE 15-44,47,2007,MALE,CHL
CLEARING,CASES 2007 MALE 15-44,10,2007,MALE,CHL
WEST LAWN,CASES 2007 MALE 15-44,15,2007,MALE,CHL
CHICAGO LAWN,CASES 2007 MALE 15-44,162,2007,MALE,CHL
WEST ENGLEWOOD,CASES 2007 MALE 15-44,210,2007,MALE,CHL
ENGLEWOOD,CASES 2007 MALE 15-44,179,2007,MALE,CHL
GREATER GRAND CROSSING,CASES 2007 MALE 15-44,162,2007,MALE,CHL
ASHBURN,CASES 2007 MALE 15-44,85,2007,MALE,CHL
AUBURN GRESHAM,CASES 2007 MALE 15-44,211,2007,MALE,CHL
BEVERLY,CASES 2007 MALE 15-44,16,2007,MALE,CHL
WASHINGTON HEIGHTS,CASES 2007 MALE 15-44,109,2007,MALE,CHL
MOUNT GREENWOOD,CASES 2007 MALE 15-44,11,2007,MALE,CHL
MORGAN PARK,CASES 2007 MALE 15-44,52,2007,MALE,CHL
O'HARE,CASES 2007 MALE 15-44,0,2007,MALE,CHL
EDGEWATER,CASES 2007 MALE 15-44,81,2007,MALE,CHL
ROGERS PARK,CASES 2008 MALE 15-44,71,2008,MALE,CHL
WEST RIDGE,CASES 2008 MALE 15-44,30,2008,MALE,CHL
UPTOWN,CASES 2008 MALE 15-44,83,2008,MALE,CHL
LINCOLN SQUARE,CASES 2008 MALE 15-44,24,2008,MALE,CHL
NORTH CENTER,CASES 2008 MALE 15-44,17,2008,MALE,CHL
LAKE VIEW,CASES 2008 MALE 15-44,108,2008,MALE,CHL
LINCOLN PARK,CASES 2008 MALE 15-44,49,2008,MALE,CHL
NEAR NORTH SIDE,CASES 2008 MALE 15-44,76,2008,MALE,CHL
EDISON PARK,CASES 2008 MALE 15-44,0,2008,MALE,CHL
NORWOOD PARK,CASES 2008 MALE 15-44,6,2008,MALE,CHL
JEFFERSON PARK,CASES 2008 MALE 15-44,5,2008,MALE,CHL
FOREST GLEN,CASES 2008 MALE 15-44,0,2008,MALE,CHL
NORTH PARK,CASES 2008 MALE 15-44,0,2008,MALE,CHL
NEAR WEST SIDE,CASES 2008 MALE 15-44,172,2008,MALE,CHL
ALBANY PARK,CASES 2008 MALE 15-44,25,2008,MALE,CHL
PORTAGE PARK,CASES 2008 MALE 15-44,30,2008,MALE,CHL
IRVING PARK,CASES 2008 MALE 15-44,26,2008,MALE,CHL
DUNNING,CASES 2008 MALE 15-44,10,2008,MALE,CHL
MONTCLAIRE,CASES 2008 MALE 15-44,0,2008,MALE,CHL
BELMONT CRAGIN,CASES 2008 MALE 15-44,41,2008,MALE,CHL
HERMOSA,CASES 2008 MALE 15-44,13,2008,MALE,CHL
AVONDALE,CASES 2008 MALE 15-44,28,2008,MALE,CHL
LOGAN SQUARE,CASES 2008 MALE 15-44,61,2008,MALE,CHL
HUMBOLDT PARK,CASES 2008 MALE 15-44,117,2008,MALE,CHL
WEST TOWN,CASES 2008 MALE 15-44,78,2008,MALE,CHL
AUSTIN,CASES 2008 MALE 15-44,390,2008,MALE,CHL
WEST GARFIELD PARK,CASES 2008 MALE 15-44,93,2008,MALE,CHL
EAST GARFIELD PARK,CASES 2008 MALE 15-44,107,2008,MALE,CHL
NORTH LAWNDALE,CASES 2008 MALE 15-44,174,2008,MALE,CHL
SOUTH LAWNDALE,CASES 2008 MALE 15-44,92,2008,MALE,CHL
LOWER WEST SIDE,CASES 2008 MALE 15-44,43,2008,MALE,CHL
LOOP,CASES 2008 MALE 15-44,23,2008,MALE,CHL
NEAR SOUTH SIDE,CASES 2008 MALE 15-44,18,2008,MALE,CHL
ARMOUR SQUARE,CASES 2008 MALE 15-44,10,2008,MALE,CHL
DOUGLAS,CASES 2008 MALE 15-44,41,2008,MALE,CHL
OAKLAND,CASES 2008 MALE 15-44,15,2008,MALE,CHL
FULLER PARK,CASES 2008 MALE 15-44,12,2008,MALE,CHL
GRAND BOULEVARD,CASES 2008 MALE 15-44,69,2008,MALE,CHL
KENWOOD,CASES 2008 MALE 15-44,43,2008,MALE,CHL
WASHINGTON PARK,CASES 2008 MALE 15-44,47,2008,MALE,CHL
HYDE PARK,CASES 2008 MALE 15-44,27,2008,MALE,CHL
WOODLAWN,CASES 2008 MALE 15-44,92,2008,MALE,CHL
SOUTH SHORE,CASES 2008 MALE 15-44,138,2008,MALE,CHL
CHATHAM,CASES 2008 MALE 15-44,88,2008,MALE,CHL
AVALON PARK,CASES 2008 MALE 15-44,34,2008,MALE,CHL
SOUTH CHICAGO,CASES 2008 MALE 15-44,61,2008,MALE,CHL
BURNSIDE,CASES 2008 MALE 15-44,11,2008,MALE,CHL
CALUMET HEIGHTS,CASES 2008 MALE 15-44,23,2008,MALE,CHL
ROSELAND,CASES 2008 MALE 15-44,144,2008,MALE,CHL
PULLMAN,CASES 2008 MALE 15-44,19,2008,MALE,CHL
SOUTH DEERING,CASES 2008 MALE 15-44,21,2008,MALE,CHL
EAST SIDE,CASES 2008 MALE 15-44,15,2008,MALE,CHL
WEST PULLMAN,CASES 2008 MALE 15-44,101,2008,MALE,CHL
RIVERDALE,CASES 2008 MALE 15-44,11,2008,MALE,CHL
HEGEWISCH,CASES 2008 MALE 15-44,0,2008,MALE,CHL
GARFIELD RIDGE,CASES 2008 MALE 15-44,18,2008,MALE,CHL
ARCHER HEIGHTS,CASES 2008 MALE 15-44,13,2008,MALE,CHL
BRIGHTON PARK,CASES 2008 MALE 15-44,27,2008,MALE,CHL
MCKINLEY PARK,CASES 2008 MALE 15-44,5,2008,MALE,CHL
BRIDGEPORT,CASES 2008 MALE 15-44,22,2008,MALE,CHL
NEW CITY,CASES 2008 MALE 15-44,71,2008,MALE,CHL
WEST ELSDON,CASES 2008 MALE 15-44,7,2008,MALE,CHL
GAGE PARK,CASES 2008 MALE 15-44,38,2008,MALE,CHL
CLEARING,CASES 2008 MALE 15-44,13,2008,MALE,CHL
WEST LAWN,CASES 2008 MALE 15-44,19,2008,MALE,CHL
CHICAGO LAWN,CASES 2008 MALE 15-44,129,2008,MALE,CHL
WEST ENGLEWOOD,CASES 2008 MALE 15-44,132,2008,MALE,CHL
ENGLEWOOD,CASES 2008 MALE 15-44,128,2008,MALE,CHL
GREATER GRAND CROSSING,CASES 2008 MALE 15-44,131,2008,MALE,CHL
ASHBURN,CASES 2008 MALE 15-44,62,2008,MALE,CHL
AUBURN GRESHAM,CASES 2008 MALE 15-44,147,2008,MALE,CHL
BEVERLY,CASES 2008 MALE 15-44,14,2008,MALE,CHL
WASHINGTON HEIGHTS,CASES 2008 MALE 15-44,65,2008,MALE,CHL
MOUNT GREENWOOD,CASES 2008 MALE 15-44,5,2008,MALE,CHL
MORGAN PARK,CASES 2008 MALE 15-44,42,2008,MALE,CHL
O'HARE,CASES 2008 MALE 15-44,7,2008,MALE,CHL
EDGEWATER,CASES 2008 MALE 15-44,54,2008,MALE,CHL
ROGERS PARK,CASES 2009 MALE 15-44,84,2009,MALE,CHL
WEST RIDGE,CASES 2009 MALE 15-44,26,2009,MALE,CHL
UPTOWN,CASES 2009 MALE 15-44,76,2009,MALE,CHL
LINCOLN SQUARE,CASES 2009 MALE 15-44,16,2009,MALE,CHL
NORTH CENTER,CASES 2009 MALE 15-44,13,2009,MALE,CHL
LAKE VIEW,CASES 2009 MALE 15-44,86,2009,MALE,CHL
LINCOLN PARK,CASES 2009 MALE 15-44,29,2009,MALE,CHL
NEAR NORTH SIDE,CASES 2009 MALE 15-44,64,2009,MALE,CHL
EDISON PARK,CASES 2009 MALE 15-44,0,2009,MALE,CHL
NORWOOD PARK,CASES 2009 MALE 15-44,0,2009,MALE,CHL
JEFFERSON PARK,CASES 2009 MALE 15-44,7,2009,MALE,CHL
FOREST GLEN,CASES 2009 MALE 15-44,6,2009,MALE,CHL
NORTH PARK,CASES 2009 MALE 15-44,0,2009,MALE,CHL
NEAR WEST SIDE,CASES 2009 MALE 15-44,155,2009,MALE,CHL
ALBANY PARK,CASES 2009 MALE 15-44,20,2009,MALE,CHL
PORTAGE PARK,CASES 2009 MALE 15-44,19,2009,MALE,CHL
IRVING PARK,CASES 2009 MALE 15-44,31,2009,MALE,CHL
DUNNING,CASES 2009 MALE 15-44,13,2009,MALE,CHL
MONTCLAIRE,CASES 2009 MALE 15-44,0,2009,MALE,CHL
BELMONT CRAGIN,CASES 2009 MALE 15-44,54,2009,MALE,CHL
HERMOSA,CASES 2009 MALE 15-44,19,2009,MALE,CHL
AVONDALE,CASES 2009 MALE 15-44,24,2009,MALE,CHL
LOGAN SQUARE,CASES 2009 MALE 15-44,49,2009,MALE,CHL
HUMBOLDT PARK,CASES 2009 MALE 15-44,135,2009,MALE,CHL
WEST TOWN,CASES 2009 MALE 15-44,78,2009,MALE,CHL
AUSTIN,CASES 2009 MALE 15-44,314,2009,MALE,CHL
WEST GARFIELD PARK,CASES 2009 MALE 15-44,78,2009,MALE,CHL
EAST GARFIELD PARK,CASES 2009 MALE 15-44,119,2009,MALE,CHL
NORTH LAWNDALE,CASES 2009 MALE 15-44,182,2009,MALE,CHL
SOUTH LAWNDALE,CASES 2009 MALE 15-44,87,2009,MALE,CHL
LOWER WEST SIDE,CASES 2009 MALE 15-44,33,2009,MALE,CHL
LOOP,CASES 2009 MALE 15-44,16,2009,MALE,CHL
NEAR SOUTH SIDE,CASES 2009 MALE 15-44,24,2009,MALE,CHL
ARMOUR SQUARE,CASES 2009 MALE 15-44,7,2009,MALE,CHL
DOUGLAS,CASES 2009 MALE 15-44,31,2009,MALE,CHL
OAKLAND,CASES 2009 MALE 15-44,13,2009,MALE,CHL
FULLER PARK,CASES 2009 MALE 15-44,7,2009,MALE,CHL
GRAND BOULEVARD,CASES 2009 MALE 15-44,88,2009,MALE,CHL
KENWOOD,CASES 2009 MALE 15-44,35,2009,MALE,CHL
WASHINGTON PARK,CASES 2009 MALE 15-44,49,2009,MALE,CHL
HYDE PARK,CASES 2009 MALE 15-44,14,2009,MALE,CHL
WOODLAWN,CASES 2009 MALE 15-44,60,2009,MALE,CHL
SOUTH SHORE,CASES 2009 MALE 15-44,158,2009,MALE,CHL
CHATHAM,CASES 2009 MALE 15-44,68,2009,MALE,CHL
AVALON PARK,CASES 2009 MALE 15-44,22,2009,MALE,CHL
SOUTH CHICAGO,CASES 2009 MALE 15-44,76,2009,MALE,CHL
BURNSIDE,CASES 2009 MALE 15-44,6,2009,MALE,CHL
CALUMET HEIGHTS,CASES 2009 MALE 15-44,25,2009,MALE,CHL
ROSELAND,CASES 2009 MALE 15-44,91,2009,MALE,CHL
PULLMAN,CASES 2009 MALE 15-44,20,2009,MALE,CHL
SOUTH DEERING,CASES 2009 MALE 15-44,24,2009,MALE,CHL
EAST SIDE,CASES 2009 MALE 15-44,11,2009,MALE,CHL
WEST PULLMAN,CASES 2009 MALE 15-44,79,2009,MALE,CHL
RIVERDALE,CASES 2009 MALE 15-44,0,2009,MALE,CHL
HEGEWISCH,CASES 2009 MALE 15-44,0,2009,MALE,CHL
GARFIELD RIDGE,CASES 2009 MALE 15-44,22,2009,MALE,CHL
ARCHER HEIGHTS,CASES 2009 MALE 15-44,8,2009,MALE,CHL
BRIGHTON PARK,CASES 2009 MALE 15-44,33,2009,MALE,CHL
MCKINLEY PARK,CASES 2009 MALE 15-44,10,2009,MALE,CHL
BRIDGEPORT,CASES 2009 MALE 15-44,18,2009,MALE,CHL
NEW CITY,CASES 2009 MALE 15-44,90,2009,MALE,CHL
WEST ELSDON,CASES 2009 MALE 15-44,14,2009,MALE,CHL
GAGE PARK,CASES 2009 MALE 15-44,53,2009,MALE,CHL
CLEARING,CASES 2009 MALE 15-44,20,2009,MALE,CHL
WEST LAWN,CASES 2009 MALE 15-44,18,2009,MALE,CHL
CHICAGO LAWN,CASES 2009 MALE 15-44,133,2009,MALE,CHL
WEST ENGLEWOOD,CASES 2009 MALE 15-44,127,2009,MALE,CHL
ENGLEWOOD,CASES 2009 MALE 15-44,127,2009,MALE,CHL
GREATER GRAND CROSSING,CASES 2009 MALE 15-44,104,2009,MALE,CHL
ASHBURN,CASES 2009 MALE 15-44,57,2009,MALE,CHL
AUBURN GRESHAM,CASES 2009 MALE 15-44,134,2009,MALE,CHL
BEVERLY,CASES 2009 MALE 15-44,11,2009,MALE,CHL
WASHINGTON HEIGHTS,CASES 2009 MALE 15-44,71,2009,MALE,CHL
MOUNT GREENWOOD,CASES 2009 MALE 15-44,0,2009,MALE,CHL
MORGAN PARK,CASES 2009 MALE 15-44,41,2009,MALE,CHL
O'HARE,CASES 2009 MALE 15-44,0,2009,MALE,CHL
EDGEWATER,CASES 2009 MALE 15-44,54,2009,MALE,CHL
ROGERS PARK,CASES 2010 MALE 15-44,94,2010,MALE,CHL
WEST RIDGE,CASES 2010 MALE 15-44,47,2010,MALE,CHL
UPTOWN,CASES 2010 MALE 15-44,66,2010,MALE,CHL
LINCOLN SQUARE,CASES 2010 MALE 15-44,25,2010,MALE,CHL
NORTH CENTER,CASES 2010 MALE 15-44,10,2010,MALE,CHL
LAKE VIEW,CASES 2010 MALE 15-44,116,2010,MALE,CHL
LINCOLN PARK,CASES 2010 MALE 15-44,40,2010,MALE,CHL
NEAR NORTH SIDE,CASES 2010 MALE 15-44,80,2010,MALE,CHL
EDISON PARK,CASES 2010 MALE 15-44,0,2010,MALE,CHL
NORWOOD PARK,CASES 2010 MALE 15-44,13,2010,MALE,CHL
JEFFERSON PARK,CASES 2010 MALE 15-44,12,2010,MALE,CHL
FOREST GLEN,CASES 2010 MALE 15-44,0,2010,MALE,CHL
NORTH PARK,CASES 2010 MALE 15-44,0,2010,MALE,CHL
NEAR WEST SIDE,CASES 2010 MALE 15-44,204,2010,MALE,CHL
ALBANY PARK,CASES 2010 MALE 15-44,37,2010,MALE,CHL
PORTAGE PARK,CASES 2010 MALE 15-44,33,2010,MALE,CHL
IRVING PARK,CASES 2010 MALE 15-44,55,2010,MALE,CHL
DUNNING,CASES 2010 MALE 15-44,9,2010,MALE,CHL
MONTCLAIRE,CASES 2010 MALE 15-44,0,2010,MALE,CHL
BELMONT CRAGIN,CASES 2010 MALE 15-44,72,2010,MALE,CHL
HERMOSA,CASES 2010 MALE 15-44,20,2010,MALE,CHL
AVONDALE,CASES 2010 MALE 15-44,35,2010,MALE,CHL
LOGAN SQUARE,CASES 2010 MALE 15-44,67,2010,MALE,CHL
HUMBOLDT PARK,CASES 2010 MALE 15-44,173,2010,MALE,CHL
WEST TOWN,CASES 2010 MALE 15-44,106,2010,MALE,CHL
AUSTIN,CASES 2010 MALE 15-44,421,2010,MALE,CHL
WEST GARFIELD PARK,CASES 2010 MALE 15-44,94,2010,MALE,CHL
EAST GARFIELD PARK,CASES 2010 MALE 15-44,164,2010,MALE,CHL
NORTH LAWNDALE,CASES 2010 MALE 15-44,250,2010,MALE,CHL
SOUTH LAWNDALE,CASES 2010 MALE 15-44,101,2010,MALE,CHL
LOWER WEST SIDE,CASES 2010 MALE 15-44,47,2010,MALE,CHL
LOOP,CASES 2010 MALE 15-44,34,2010,MALE,CHL
NEAR SOUTH SIDE,CASES 2010 MALE 15-44,28,2010,MALE,CHL
ARMOUR SQUARE,CASES 2010 MALE 15-44,12,2010,MALE,CHL
DOUGLAS,CASES 2010 MALE 15-44,47,2010,MALE,CHL
OAKLAND,CASES 2010 MALE 15-44,16,2010,MALE,CHL
FULLER PARK,CASES 2010 MALE 15-44,10,2010,MALE,CHL
GRAND BOULEVARD,CASES 2010 MALE 15-44,86,2010,MALE,CHL
KENWOOD,CASES 2010 MALE 15-44,31,2010,MALE,CHL
WASHINGTON PARK,CASES 2010 MALE 15-44,53,2010,MALE,CHL
HYDE PARK,CASES 2010 MALE 15-44,27,2010,MALE,CHL
WOODLAWN,CASES 2010 MALE 15-44,83,2010,MALE,CHL
SOUTH SHORE,CASES 2010 MALE 15-44,177,2010,MALE,CHL
CHATHAM,CASES 2010 MALE 15-44,97,2010,MALE,CHL
AVALON PARK,CASES 2010 MALE 15-44,34,2010,MALE,CHL
